Provincia;Anio;Trimestre;01_alimentos;02_tabaco;03_vestido;04_vivienda;05_hogar;06_sanidad;07_transporte;08_comunicaciones;09_ocio;10_enseñanza;11_restaurantes;12_otros;00_general
Albacete;2004;4;0.6919582629624577;0.03991943586029636;0.19547444981185721;0.3699820072719482;0.22603436093590876;0.5017501151027073;0.7967774500804489;0.3381267734935723;0.468399293674674;0.03841322654368639;0.43060315106962893;0.4853401763665344;0.3716932987316905
Albacete;2005;1;0.7088650467410149;0.039907509164182696;0.269241819312771;0.3639794382878445;0.24750774647405593;0.5038655495949285;0.7547571473249667;0.34178056794347184;0.4558047568652412;0.01437991021324342;0.45237389804959083;0.4761622824690123;0.34588373681438317
Albacete;2005;2;0.7532893155613766;0.0294347288032042;0.3712429960901962;0.3271700792635619;0.26314267040963807;0.5015616018918214;0.8552804703006438;0.34586883379704636;0.5586649455501204;0.01587635615413397;0.38351551137866763;0.47138701419722356;0.4079665240605566
Albacete;2005;3;0.7816669420169119;0.03271768654388115;0.278909774959881;0.385311028266087;0.3238664527776593;0.5089648577575905;0.9268812696227103;0.349026246640536;0.5377997359095238;0.02404247488696189;0.4280358059840978;0.5088293074171343;0.43539302188569745
Albacete;2005;4;0.780077436285254;0.028179003008189582;0.2305153256763756;0.3933110683402048;0.2761771269387198;0.5233736281132982;0.859758887318474;0.3525674933354874;0.4990826172720497;0.009767100397395643;0.4132310537365573;0.49724446319897747;0.42351129820867417
Albacete;2006;1;0.7564671716106005;0.04106234059029639;0.3184832101259827;0.4042729048441684;0.3075761447995234;0.5185077333942082;0.8729805120363624;0.3517698222840953;0.483290785020644;0.0;0.47645763853372264;0.46683085821121056;0.4262272603000827
Albacete;2006;2;0.7071367386827498;0.03837727810136231;0.3321182168740147;0.4172885113877826;0.2967804698498511;0.495219375593176;0.8889401862845717;0.36190564948416903;0.5071622394252032;0.0;0.46319192277919413;0.4640486967520656;0.45825544915326694
Albacete;2006;3;0.7573304055519422;0.03891903497938141;0.3925700599392466;0.4235627030094638;0.31891476863733464;0.48531898638410514;0.878431996733562;0.3678530705087523;0.5714935250553589;0.0008581307892277281;0.48164100496445944;0.48591010440316146;0.4584938179168603
Albacete;2006;4;0.7713028018972858;0.025814311131313605;0.2647429473304626;0.34667574296590953;0.26458081438713216;0.4875367291717195;0.7923937852124029;0.3766643957474997;0.5881962916468756;0.0;0.43281172933951595;0.47385523358526144;0.4455416268713491
Albacete;2007;1;0.7008956119065113;0.17580112685446989;0.3397167845797607;0.2901465291388552;0.3064255703129099;0.4962725870798929;0.7780958203349847;0.38277162810395327;0.5432160263475244;0.0;0.524539274391739;0.4341363629516872;0.4175807273361878
Albacete;2007;2;0.7580294794202705;0.14795466584035322;0.33911739446466194;0.2851725244818371;0.28461668158121417;0.45110818051937124;0.7412366327224712;0.38088069896966054;0.5288157440030509;0.0;0.6101346372931419;0.44677277536157006;0.49344268210344183
Albacete;2007;3;0.7967348183415175;0.14565536733554904;0.4276330595303925;0.3157353657747994;0.30565335192218773;0.4511031123984266;0.7371959315105033;0.37676395059647444;0.5808199500910097;0.0;0.6102338551036275;0.4545685181080008;0.5046344483432029
Albacete;2007;4;0.786250795594276;0.12591308440373009;0.3435650200409661;0.3987354688235097;0.29091760155319063;0.46536326687580903;0.7235644058682195;0.37048836598192847;0.5572231477690173;0.0;0.6135340389880862;0.4495922016127621;0.5434671663251898
Albacete;2008;1;0.7127850218343297;0.17684815826814962;0.3732806896532839;0.4957778630742585;0.2929327143544098;0.4614538505335968;0.7057268116880066;0.36360054151837423;0.5733207706669375;0.0025084123454453184;0.5931727557471302;0.44760113916014516;0.5009026490814829
Albacete;2008;2;0.6817046350346588;0.1120373998691968;0.37394615940764636;0.6115984563237548;0.268998193384181;0.43873171366828106;0.7295127825205059;0.36343641026828966;0.557968124751567;0.002487597559626021;0.5733671385799871;0.452798078644643;0.5499814643510689
Albacete;2008;3;0.6337465721713014;0.040341582655855086;0.43112913761957006;0.6055084101672197;0.28951358259625914;0.4434468273938323;0.6997965726599554;0.36070552792232036;0.6137301547222562;0.015865355204419767;0.5560310914688674;0.47854178586055013;0.5192303766567093
Albacete;2008;4;0.598630798826105;0.03182346881856687;0.38361891031564177;0.37651794962375673;0.2908119054488653;0.4419875359034647;0.6485805627842361;0.3585373121313995;0.5716485552384699;0.013748319637118952;0.6278789718989688;0.48027298585095224;0.4971233816566319
Albacete;2009;1;0.5703326236061071;0.1576286852997459;0.38229834701337007;0.22661214665396437;0.3119424714150844;0.4334062789830968;0.6670046222506505;0.3457464366959169;0.6271191479318613;0.014828722807469696;0.661547793198865;0.466420411266002;0.4081897810645841
