Provincia,Trimestre,Anio,homicidios_consumados,drogas,homicidios_tentativa,lesiones,secuestro,sexual_agresion,sexual_otros,robos_violencia,robos_fuerza,hurtos,vehiculos,resto,Inm_De Africa,Inm_De América del Norte,Inm_De Asia,Inm_De Centro América y Caribe,Inm_De Oceanía,Inm_De Sudamérica,Inm_Europa_UE,Inm_Europa_no_UE,EM_Total,EM_Hombres,EM_Mujeres,IPC_01_alimentos,IPC_02_tabaco,IPC_03_vestido,IPC_04_vivienda,IPC_05_hogar,IPC_06_sanidad,IPC_07_transporte,IPC_08_comunicaciones,IPC_09_ocio,IPC_10_enseñanza,IPC_11_restaurantes,IPC_12_otros,IPC_00_general,Pobl_Hombres,Pobl_Mujeres,Pobl_Total poblacion,Desigualdad_gini,Desigualdad_p80p20,Soc_num_sociedades_sa,Soc_desmboldo_sociedades_sa,Soc_num_sociedades_sl,Soc_desembolso_sociedades_sl,Soc_num_sociedades_total,Soc_desembolso_sociedades_total,Paro_tasa_actividad,Paro_tasa_paro,Paro_tasa_empleo,cluster
Lugo,4,2020,0.0,0.6708421508419069,0.0304928250382684,0.4878852006122959,0.0,0.0304928250382684,0.3659139004592219,0.3964067254974904,2.83583272855897,6.525464558189458,0.3049282503826849,45.34283083190525,3154,261,900,1722,10,4770,693,5430,50.07,48.62,51.44,0.6308928735667915,0.6109514922924314,0.6387739159017375,0.4449350633673261,0.5814692053177658,0.5302881444703337,0.6411293598209873,0.8378129533117581,0.2570960197823655,0.3164255793829046,0.3606310417802411,0.6404068654642652,0.6122950513538751,158842,169104,327946,29.1,2.5,0,0,318,17585,320,18508,52.07,8.25,47.77,1
Lugo,4,2021,0.0306684495258657,0.4293582933621208,0.0306684495258657,1.1040641829311677,0.0,0.0920053485775973,0.5520320914655839,0.7667112381466442,3.066844952586577,10.3045990406909,0.1840106971551946,51.82967969871315,3326,280,1028,1856,12,5274,704,5464,50.25,48.82,51.6,0.3586856431982079,0.4743530396895171,0.6195518732077242,0.5515891790714677,0.2595279817418985,0.3147457468575304,0.2727331988202235,0.1557241691003098,0.6833954013026348,0.7363141313390752,0.5403290163109672,0.2630657387135655,0.5901540092790243,158003,168065,326068,28.7,2.5,0,0,362,22714,362,22714,51.3,8.89,46.74,1
Lugo,4,2022,0.0308413520848754,0.3700962250185048,0.0308413520848754,1.079447322970639,0.0,0.0616827041697508,0.2158894645941278,1.0177646188008882,2.837404391808537,13.292622748581298,0.1850481125092524,16.50012336540834,3416,293,1157,1932,12,5920,780,5486,50.45,49.02,51.79,0.4141764402444867,0.7677790157966128,0.6939205792049221,0.561650686735549,0.7315982576375847,0.4164903444514354,0.61803723018368,0.1616688275887146,0.92082713798774,0.1494672071633807,0.5603491531991618,0.8433210689794421,0.6218011371732189,157157,167083,324240,28.8,2.4,0,0,388,13485,391,13662,52.41,8.76,47.82,1
Lugo,4,2023,0.0,0.6167756817684192,0.0925163522652628,0.801808386298945,0.0308387840884209,0.1541939204421048,0.5550981135915773,0.5550981135915773,3.330588681549464,13.260677158021014,0.2467102727073677,33.76846857682095,3658,319,1209,2106,14,6530,964,5438,50.48,49.04,51.83,0.4949397034945835,0.3342065398946355,0.5603601529441037,0.6754775511586191,0.8815784591572097,0.3868125055777685,0.782571295349826,0.1611497314430928,1.0,0.2781337645918575,0.4880507577393755,0.8731161294169522,0.6564338030564851,157332,166935,324267,28.18285714285714,2.3466666666666667,0,0,388,17271,392,17411,51.42,7.09,47.77,1
Lugo,4,2024,0.0307646870616032,0.1845881223696192,0.0307646870616032,0.9537052989096996,0.0307646870616032,0.1845881223696192,0.584529054170461,0.1845881223696192,3.4456449508995592,12.398168885826092,0.4307056188624449,35.071743250227655,3824,335,1287,2230,15,7079,1105,5389,50.5,49.07,51.83,0.5597237051337576,0.4657500338839389,0.5242037500959748,0.6449060826840394,0.8879509632852179,0.5942124385982921,0.7653514458964675,0.1602063776527949,0.8908585141151475,0.3865430644691543,0.4934318402271456,0.9906861204129505,0.6389915754267511,157715,167333,325048,27.56571428571429,2.24,0,0,367,17427,369,17643,51.94,6.99,48.31,1
Madrid,1,2017,0.0169830584728247,0.5897753033290036,0.0478613466052332,0.7534302304307691,0.0015439144066204,0.0679322338912988,0.5388261279105295,6.620304975588398,7.653183713617464,62.99633953333334,4.536020526650819,66.85766946429104,93213,15908,77495,46004,658,158790,31594,274290,41.99,40.46,43.4,0.5363034915718417,0.8231609023721411,0.7632800923439627,0.5380967351414112,0.4226218398653927,0.6440271124459994,0.4485847622787897,0.4311078153778259,0.1410316595862733,0.341894977168949,0.4372069140483791,0.189984826079052,0.431529327847822,3102853,3374189,6477043,36.7,3.2,192,90631,20222,1142913,20415,1233547,62.67,14.23,53.75,3
Madrid,1,2018,0.019923655616854,0.6927301799090776,0.0321843667656872,0.7310449022491815,0.0045977666808124,0.0950205114034575,0.6099703796544533,5.311953105231998,7.72578061265854,59.45218836069235,3.474379021800617,71.70523656505756,92897,16610,82121,54378,739,175850,32865,274278,42.18,40.66,43.59,0.4462416528803816,0.8125254458633492,0.7916983246384591,0.8000721553523077,0.5707659623551443,0.7261942680004015,0.3537112848261167,0.433590462035921,0.0785223251500088,0.2731546182187769,0.6551608971573191,0.2722107270388843,0.6480897458203791,3123609,3401298,6524907,36.3,3.1,228,126969,21408,996102,21637,1123078,63.27,13.4,54.79,3
Madrid,1,2019,0.01515287661452,0.8894738572723276,0.02272931492178,0.8940197202566836,0.004545862984356,0.0848561090413123,0.733399228142771,5.367148896863006,7.224891569803166,61.4055171926811,3.2502920338145533,76.59021484809165,94555,18133,87166,65168,818,206640,34160,279480,42.37,40.85,43.76,0.7269528507231362,0.6114516036417131,0.8186907312653696,0.9122424657719692,0.6221397501746818,0.6751714312102831,0.7269874748251525,0.4358500541318786,0.146009575968896,0.3412606590392927,0.7278530990817385,0.4207305790142705,0.855333320626428,3157732,3441675,6599407,35.8,2.9,207,61762,21577,952870,21784,1014632,62.71,11.7,55.37,3
Madrid,1,2020,0.0164362675507585,0.9189367767015012,0.0283899166785829,0.8606627372033572,0.0029884122819561,0.0866639561767269,0.6634275265942544,5.08926611617124,6.2532526999931415,51.297591025917455,2.722443588862008,69.23404154221797,96772,20418,92281,79189,894,250383,35253,281050,42.53,41.02,43.93,0.6036213376087809,0.5146634158427097,0.8155834637573308,0.9798941798941796,0.6729896833050031,0.6129890892881735,0.6676038613224898,0.4420953511049399,0.2389524241911533,0.1361330071577425,0.8981954373226994,0.5421059434347631,0.7888252016409889,3201432,3491085,6692517,35.9,3.1,156,129238,17809,1191559,17965,1320798,62.96,10.6,56.28,3
Madrid,1,2021,0.0088671138844816,0.8926227977044816,0.0295570462816053,0.806907363487826,0.0073892615704013,0.0694590587617725,0.6103530057151505,4.297594529345417,4.3197623140566215,36.13201122694846,2.1369744461600666,68.1304695314144,95514,20954,92519,83528,887,267585,45905,271493,42.72,41.2,44.12,0.6628388177531273,0.4741383387032136,0.8060800779121974,1.0,0.5420049867844808,0.7330528001451064,0.7529095071067884,0.4316131523777766,0.3172547931803007,0.343856718954616,0.3180394628408575,0.6278655170906232,0.891386098193247,3238195,3528381,6766576,35.2,3.1,189,79049,23502,852646,23691,931696,63.24,12.24,55.5,0
Madrid,1,2022,0.0193142175075061,1.0593105448347615,0.0341713078978955,1.028110655014944,0.0044571271171168,0.0757711609909857,0.7547401918317796,4.6012408939035865,5.006839461561216,50.63147834140791,3.013017931170963,85.14747073636049,91408,21912,90444,83798,818,274082,45709,274157,43.02,41.48,44.43,0.5782552100483632,0.2703513792966412,0.5795319089717975,0.0,0.5401386050515825,0.5965777646861374,0.4171454580919699,0.5609608987816433,0.5651233511770042,0.6093938550078903,0.6671680548027243,0.4972477639123585,0.2215783599209749,3223332,3507461,6730793,35.3,3.1,246,123766,22589,1313184,22836,1437866,63.65,11.72,56.19,3
Madrid,1,2023,0.0118073930811038,1.185167080515794,0.0457536481892772,1.0951357082723776,0.0132833172162417,0.2110571513247304,0.7040158124608142,4.594551832684517,5.245434376280365,49.96298382269074,2.7821169947350834,60.101106706953495,93437,22004,94190,92035,894,298061,49741,273032,43.09,41.57,44.49,0.4235662727652738,0.6826239724566756,0.6041803374667566,0.3348048129016041,0.4776446694522309,0.0956635526911924,0.0,0.5608535328892549,0.7024396168341377,0.4058462885920739,0.6449581702188988,0.6335788942252273,0.0188841201716732,3243894,3531521,6775416,34.428395061728395,2.882456140350877,239,166599,24433,1129477,24672,1296077,63.26,10.83,56.41,3
Madrid,1,2024,0.0072398252943278,1.165611872386785,0.0521267421191605,1.067150248383926,0.0086877903531934,0.263529640713534,0.7225345643739202,4.100637046707298,5.296656185330261,45.77162347579958,2.7482376817268546,59.48240461819768,93410,23077,96547,99218,925,321072,53240,272439,43.25,41.74,44.65,0.5778447157414647,0.5291559245580104,0.608374924781958,0.2653591406702191,0.3541901835461945,0.1012813024880637,0.0,0.5599615194410509,0.7480347003639554,0.5470951553754103,0.4901730947173406,0.5041306278389672,0.0007934618741573,3305188,3601055,6906244,34.6462962962963,2.9912280701754383,230,145257,24065,1153197,24296,1298846,63.27,9.19,57.46,3
Madrid,2,2017,0.0154152324077513,0.6551473773294343,0.0323719880562779,0.7676785739060195,0.0015415232407751,0.0909498712057332,0.6782702259410615,6.286331775881019,6.926063920802702,60.12865552967509,4.337846399541243,66.14830378490201,90461,18741,83069,66512,736,233840,33090,277902,41.99,40.46,43.4,0.4849005809846314,0.81200650521321,0.1747025387750609,0.798276624744283,0.4552433118133209,0.6747466952335305,0.3497855993121979,0.4318223788029396,0.238482265719,0.341894977168949,0.584580557435996,0.2507298541731866,0.3549037700401047,3107076,3380013,6487090,36.7,3.2,192,90631,20222,1142913,20415,1233547,62.64,13.04,54.47,3
Madrid,2,2018,0.0045853113220048,0.7443488712721228,0.0290403050393641,0.7382351228427829,0.0045853113220048,0.0779502924740826,0.6388867108660109,5.318961133525641,6.8153010616065615,59.52345470805246,3.5352750292657493,70.46247908524873,93055,16259,79808,50191,698,167320,32230,274284,42.18,40.66,43.59,0.5176062810256573,0.7692635077752112,0.1780403035112462,0.8191082395404116,0.5559996685105222,0.6961290502659304,0.4253753223691435,0.4370769704140079,0.1375795270004327,0.2731546182187769,0.7163226744433735,0.2869282794106966,0.4256854432437549,3131697,3410934,6542631,36.3,3.1,228,126969,21408,996102,21637,1123078,62.84,12.08,55.25,3
Madrid,2,2019,0.010572842656768,0.8866083770746939,0.0407809645332482,0.8473378186352696,0.00755203046912,0.0936451778170886,0.6978076153466926,5.786365745439782,6.389017776875562,58.04339577956288,2.9679479743641792,76.69540063219557,93726,17372,84644,59773,778,191245,33512,276879,42.37,40.85,43.76,0.620528495173634,0.5643887925410476,0.1925456239440917,0.9028308384181392,0.4510591238560965,0.5758877493242446,0.7563989865660484,0.4376750966669142,0.0627702594339093,0.3394609418519934,0.7690212865982654,0.4488888273991939,0.670678482571544,3167592,3453144,6620736,35.8,2.9,207,61762,21577,952870,21784,1014632,62.86,10.54,56.23,3
Madrid,2,2020,0.0104141235748829,0.8093261749623344,0.0297546387853799,0.6769180323673936,0.0014877319392689,0.0639724733885668,0.5534362814080669,1.953392036260193,2.349128732105746,15.298347531503095,1.48326874345119,52.50057240486363,95664,19276,89724,72178,856,228512,34706,280265,42.53,41.02,43.93,0.4526084052828797,0.4504507456472017,0.2037574968619707,1.0,0.7856299733895747,0.651161103691625,0.4925098295193029,0.4508521802421605,0.420918536837646,0.1356278057407155,0.9376026685160036,0.4869671060070636,0.6191566854518299,3215552,3506088,6721641,35.9,3.1,156,129238,17809,1191559,17965,1320798,60.48,12.61,52.85,1
Madrid,2,2021,0.0118461235929766,0.9254784057013024,0.0281345435333195,0.9669398382767208,0.0044422963473662,0.1125381741332783,0.8618054913890527,4.015835898019091,4.257200666225991,38.23484466178133,2.649089388479408,71.77862438074389,96143,20686,92400,81358,890,258984,48048,271830,42.72,41.2,44.12,0.5043125472487382,0.5558663662011465,0.2420557712545529,0.8642391128156489,0.2985158654871255,0.5509163949923226,0.529655534053472,0.6125541125540747,0.5094066858136309,0.1599530700039093,0.5501425641711609,0.4491856271093828,0.3306536499317292,3232597,3520667,6753264,35.2,3.1,189,79049,23502,852646,23691,931696,63.53,12.2,55.78,0
Madrid,2,2022,0.0118783414331248,1.1759558018793614,0.0579069144864837,1.3051327649645943,0.0044543780374218,0.1276921704060923,0.991841509665926,4.8849679143726,4.463286793496668,50.549766761342,2.813682126971452,83.10533104417897,93461,21433,91482,83663,852,270834,45807,272825,43.02,41.48,44.43,0.4923474887803909,0.1590906003598435,0.3482664606953303,0.0755370266665282,0.4813486981220681,0.5985265321308088,0.4539319076497182,0.5617022181314365,0.8112069691383157,0.5984332138005356,0.5863941675507078,0.5328672169105744,0.194238240810726,3225264,3509683,6734947,35.3,3.1,246,123766,22589,1313184,22836,1437866,63.5,10.7,56.71,3
Madrid,2,2023,0.0176274146252896,1.2985528773963368,0.0763854633762551,1.248608535958016,0.0058758048750965,0.2453148535352808,0.8784328288269337,4.499397583105181,4.881324899986456,46.52462300101445,2.5295339987290637,59.30890545800577,93431,22273,94779,93831,902,303814,50616,272884,43.09,41.57,44.49,0.403381898982832,0.4788812656600775,0.4720416828252108,0.389739329723882,0.4598289221550504,0.1106573717591746,0.0,0.5610168555910114,0.8210645585336857,0.401102109335085,0.4464564246022649,0.5389285419996511,0.0,3258662,3548916,6807578,34.428395061728395,2.882456140350877,239,166599,24433,1129477,24672,1296077,63.42,9.11,57.65,3
Madrid,2,2024,0.0086448044365136,1.4667351527284804,0.046105623661406,1.3269774810048434,0.0043224022182568,0.2535809301377333,0.8644804436513637,4.352659033784616,4.299349406426115,43.958830559671846,2.4724140688429,60.61880950957304,93403,23346,97137,101014,933,326824,54115,272291,43.25,41.74,44.65,0.5360734613148824,0.4666966749051903,0.4682641132633034,0.2118126446644543,0.4164636952029336,0.0997181653630896,0.0,0.5595799462495248,0.8275868980249209,0.5618606446631922,0.5731174147724247,0.51231328894679,0.0,3322180,3618405,6940585,34.6462962962963,2.9912280701754383,230,145257,24065,1153197,24296,1298846,62.71,8.48,57.39,3
Madrid,3,2017,0.0230870920530073,0.5448553724509734,0.0307827894040097,0.8649963822526753,0.0015391394702004,0.1154354602650367,0.6356646011928023,6.008800491662712,7.318608180803329,54.39318887688531,3.70624784424278,63.54183388775702,92293,15312,78974,49104,680,162320,32037,272646,41.99,40.46,43.4,0.4628492518382048,0.8280651344722116,0.7541239771899378,0.8218937975006958,0.5169531054085358,0.7744597720170446,0.369515041987791,0.4321978531687895,0.3006961139073389,0.320949962886655,0.4112013639174816,0.2284396928140976,0.5661104227706204,3111299,3385837,6497137,36.7,3.2,192,90631,20222,1142913,20415,1233547,62.85,12.35,55.09,3
Madrid,3,2018,0.0167673853015576,0.7560566463247796,0.0182916930562446,0.9130603450575464,0.0030486155093741,0.1021286195640327,0.7072787981747939,5.190267904709425,7.11394429112449,49.088806931941946,2.97697304490382,68.73103665883934,93000,16328,83788,58836,766,188011,33208,275750,42.18,40.66,43.59,0.4736764065662517,0.7319908155038278,0.7662131805944226,0.6946989973354641,0.5340068582234508,0.7522983268041367,0.410966207227771,0.4365997060275568,0.1400396100058239,0.2824450349511085,0.6312761288832407,0.2948903092287072,0.6026302898829434,3139784,3420570,6560355,36.3,3.1,228,126969,21408,996102,21637,1123078,62.53,11.86,55.11,3
Madrid,3,2019,0.0060222235103089,1.0207668849973617,0.0240888940412356,0.990655767445817,0.0105388911430406,0.0828055732667476,0.7934279474831999,5.694012328997082,7.058045954082052,50.13501072332174,2.9478784082962157,75.81226621540138,95294,18341,88811,71679,837,224147,34587,281514,42.37,40.85,43.76,0.5221111141738187,0.6307527283522867,0.7781168332850149,1.0,0.662923311648115,0.5059861183714315,0.751776327840607,0.4406679856521825,0.0644681878409524,0.2375340621427359,0.5151938423455603,0.502450159274348,0.929774682912186,3177452,3464613,6642065,35.8,2.9,207,61762,21577,952870,21784,1014632,62.37,10.26,55.97,3
Madrid,3,2020,0.0148131381870259,0.817685227923832,0.047402042198483,1.0028494552616565,0.0044439414561077,0.102210653490479,0.7495447922635127,4.418759121189838,4.975733117022014,34.277601764778034,2.7833886653421747,75.00780652382456,97190,20172,92636,82957,874,265544,45632,272131,42.53,41.02,43.93,0.3378957708904935,0.2472984664662462,0.7863755939302548,1.0,0.8203975196730244,0.6555672416942467,0.5779021169214373,0.4408709555968308,0.4285000084968455,0.1546355007320685,0.2092587497554845,0.6067543048715324,0.6429270245433405,3229672,3521091,6750764,35.9,3.1,156,129238,17809,1191559,17965,1320798,61.79,13.25,53.6,0
Madrid,3,2021,0.0133532108240533,0.9228552369512424,0.0326411820143526,1.124637089403604,0.0059347603662459,0.1201788974164801,0.8857629846622053,4.608341424389966,5.059383212224657,38.07000405937609,2.5430448169363817,74.30319978539906,92219,19812,89845,82073,818,259549,45385,272258,42.72,41.2,44.12,0.4003170273123804,0.5378548909275985,0.7832679293611055,0.4517936296076583,0.5683475203174386,0.5802116856237659,0.4070604906039414,0.5758648174717388,0.6518213775436607,0.4138123219669816,0.1341062801932365,0.4250230761175546,0.6019373879954638,3226999,3512953,6739952,35.2,3.1,189,79049,23502,852646,23691,931696,63.52,12.13,55.81,3
Madrid,3,2022,0.0148387766912495,1.0758113101155942,0.0460002077428736,1.1930376459764658,0.0029677553382499,0.1409683785668709,0.9185202771883486,4.818150791648736,5.536347583505216,42.74606401448265,2.5982697986378005,84.09283138698046,87709,21574,88643,87020,815,308890,50190,272166,43.02,41.48,44.43,0.3580564174701184,0.349743261898831,0.624963922545649,0.077393642889621,0.3454838554911477,0.3570806585562181,0.275829824693847,0.5625691862363918,0.7976576152850648,0.5318351090325487,0.3041095428523191,0.5073009931331024,0.0859777767036674,3227195,3511905,6739100,35.3,3.1,246,123766,22589,1313184,22836,1437866,62.91,11.11,55.91,3
Madrid,3,2023,0.0116963510308871,1.290984745034168,0.0760262817007664,1.3070672277016375,0.0058481755154435,0.2500095032852126,0.7895036945848819,4.361276890642042,5.523601774336451,41.62731331892733,2.380207434785533,56.57086380476451,93424,22541,95368,95627,910,309566,51491,272736,43.09,41.57,44.49,0.4206942659434531,0.410171748380943,0.6623187565545116,0.3432598602304268,0.4503896649877386,0.1666382247841437,0.0,0.5607976245319605,0.844207806379952,0.4928604930338747,0.2981851988808799,0.5436019514529841,0.0,3273429,3566311,6839740,34.428395061728395,2.882456140350877,239,166599,24433,1129477,24672,1296077,63.11,10.24,56.65,3
Madrid,3,2024,0.0100359487684887,1.354853083745978,0.0831550040817637,1.4466103296293036,0.0043011209007808,0.219357165939825,0.9319095285025246,4.015813214362417,5.167079908804768,36.81329378978358,2.38712209993339,59.140412385737136,93396,23614,97726,102810,941,332577,54989,272143,43.25,41.74,44.65,0.5465678587265083,0.4863397854476115,0.5962922935089968,0.255480717045525,0.4813151418847565,0.2286835260599477,0.0,0.5592592475226191,0.8767465368843519,0.6205269851326355,0.4853945217531696,0.5773732978066756,0.0,3339171,3635755,6974926,34.6462962962963,2.9912280701754383,230,145257,24065,1153197,24296,1298846,63.13,9.65,57.04,3
Madrid,4,2017,0.0046102891819256,0.6869330881069292,0.0215146828489865,0.8851755229297342,0.0061470522425675,0.0660808116076017,0.5424773604065907,6.214669817235842,7.845175424576898,63.28390283723344,3.926429619940054,69.82282966026472,92293,15312,78974,49104,680,162320,32037,272646,41.99,40.46,43.4,0.429302872044721,0.8194698133107307,0.2669413999639516,0.6900819942422443,0.6233339219735462,0.7799649468261336,0.382133188194693,0.4325465608036746,0.084147068431442,0.2899455669981717,0.604754647557193,0.2945754959155184,0.4036610766437134,3115522,3391662,6507184,36.7,3.2,192,90631,20222,1142913,20415,1233547,63.32,13.75,54.62,3
Madrid,4,2018,0.0136818058889228,0.7889841395945534,0.0395252170124439,0.9242819978294576,0.006080802617299,0.1094544471113831,0.7372973173475114,6.296671110213179,7.845755576970116,64.85480031480316,3.3125172257736644,76.888708694438,92646,15820,81381,53970,723,175166,32622,274198,42.18,40.66,43.59,0.6742507269185154,0.7259526694743158,0.2472632592608708,0.7067351879557434,0.4909119350113686,0.832697569251298,0.4531808912495108,0.4336744352305275,0.1096652745607211,0.291747770544057,0.7648066892620929,0.3127428722639321,0.5588660817349407,3147872,3430207,6578079,36.3,3.1,228,126969,21408,996102,21637,1123078,62.94,11.54,55.68,3
Madrid,4,2019,0.0165081038281692,0.8629236091997562,0.0300147342330349,0.8899368700094876,0.0015007367116517,0.1050515698156224,0.7578720393841337,6.649764369328904,6.856866035536845,62.97691536775403,3.028486684113231,80.49051279272994,94147,17334,86300,65258,802,206079,33898,278632,42.37,40.85,43.76,0.4913394761083272,0.6386934830181996,0.2629842408393346,0.97755838548728,0.690770535782426,0.6016167728616334,0.7876681091073209,0.4395503331102949,0.0832034468251126,0.129840442554748,0.8287106259048675,0.4524901527443578,0.9098775972207516,3187312,3476082,6663394,35.8,2.9,207,61762,21577,952870,21784,1014632,63.4,9.99,57.06,3
Madrid,4,2020,0.0132745555678795,0.9926417663536624,0.041298617322292,0.8598962106748667,0.0058998024746131,0.0693226790767045,0.6652027290126327,4.575296819062498,4.634294843808629,36.0935165890646,2.4336685207779243,75.73428941599035,96242,19256,90724,77318,856,244846,45632,272131,42.53,41.02,43.93,0.3361378945174676,0.4394439941264245,0.2516118977477388,1.0,0.6740127662991772,0.7023748830488369,0.721070025945442,0.4361571677486206,0.2602000253972049,0.3388614543593106,0.0859497572860296,0.550984193446277,0.556409516893175,3243793,3536095,6779888,35.9,3.1,156,129238,17809,1191559,17965,1320798,63.33,13.53,54.76,0
Madrid,4,2021,0.0208127683360489,0.967793727626274,0.0490586682206867,1.129835995385512,0.0014866263097177,0.1040638416802445,0.8235909755836495,5.094668363402828,4.717065280734512,48.83418764791932,2.9331137090731776,79.25948170260338,94704,19992,91240,82515,846,262546,45508,272194,42.72,41.2,44.12,0.5214052249587349,0.6123633413376055,0.2516605431675577,0.0,0.5474789432891191,0.0353551180031904,0.2778755952924794,0.5572243081630225,0.4773450859583621,0.6927248404510727,0.7584171064246398,0.4377566063489916,0.1731884715457909,3221401,3505239,6726640,35.2,3.1,189,79049,23502,852646,23691,931696,63.02,10.18,56.61,3
Madrid,4,2022,0.0237274170600721,1.1092567475583746,0.0608015062164349,1.1700582537748097,0.008897781397527,0.2313423163357038,0.4211616528162812,4.778108610472036,5.225963607480899,53.305125389018414,2.6337432936680125,10.448961287829288,89964,20693,89244,84546,816,284220,47788,272212,43.02,41.48,44.43,0.4224143773725382,0.3752433936559027,0.4441245265577651,0.1461468539145162,0.3841874435118792,0.1820371787776229,0.0,0.562196183448142,0.6086202137465322,0.4203572758174478,0.5861596470640734,0.5035446171478912,0.0080156902873717,3229127,3514127,6743254,35.3,3.1,246,123766,22589,1313184,22836,1437866,63.15,11.33,55.99,3
Madrid,4,2023,0.0116416078632076,1.1845336000813749,0.0567528383331371,1.2529280462777197,0.0029104019658019,0.2444737651273599,0.8236437563219388,4.473287821437526,5.659276622501802,49.87264808598143,2.7415986517853934,60.35446076581698,93417,22809,95958,97423,917,315319,52365,272588,43.09,41.57,44.49,0.4732059858858073,0.4693741357800525,0.5191625000101909,0.3694792253061618,0.4480964136598496,0.093191976963549,0.0,0.5606823644060454,0.7927243208950845,0.5287951144578537,0.5063843485354848,0.5460959088481905,0.0,3288197,3583706,6871903,34.428395061728395,2.882456140350877,239,166599,24433,1129477,24672,1296077,63.19,9.64,57.1,3
Madrid,4,2024,0.0071334125047009,1.5322570060097571,0.0413737925272653,1.2298003158104385,0.0057067300037607,0.2182824226438481,0.8160623905377851,3.749321612470803,4.616744573042435,42.32110970788961,2.436773711605834,59.63390185679874,93389,23882,98316,104606,948,338329,55864,271995,43.25,41.74,44.65,0.6103036113575445,0.4847147324539618,0.4549578590007024,0.2957468643561342,0.4703592467587978,0.2286450777179579,0.0,0.5590031632186667,0.7990864924912148,0.5513041666044166,0.5588896417345659,0.5816940101791904,0.0,3356163,3653105,7009268,34.6462962962963,2.9912280701754383,230,145257,24065,1153197,24296,1298846,63.48,8.58,58.03,3
Melilla,1,2017,0.0,1.7431928319910748,0.2324257109321433,2.324257109321433,0.0,0.0,1.045915699194645,11.040221269276808,5.229578495973224,33.93415379609292,3.2539599530500065,77.04912317400552,8518,47,197,47,2,205,147,1102,35.04,34.46,35.65,0.5884857691785542,0.8597525670213978,0.5329893366271582,0.0937846699109482,0.3948654121022605,0.0328082278925847,0.5200843173414391,0.7382354960348131,0.6129208520232763,0.5363013698630135,0.4199639368734524,0.9788649476039084,0.4457214949286498,43733,42316,86049,44.1,5.0,0,0,123,1795,123,1795,57.92,29.46,40.86,3
Melilla,1,2018,0.0,1.856450003480844,0.0,2.668646880003713,0.0,0.0,1.1602812521755272,9.398278142621772,3.82892813217924,31.79170630960945,2.668646880003713,81.33571577750446,8348,50,200,49,2,198,151,1045,35.24,34.64,35.86,0.5253882252268952,0.7975407767507634,0.5311634546378908,0.0661803253353099,0.5839275247882719,0.1079608196086098,0.5043152140373358,0.7368974220754874,0.6191857354894111,0.4890102909414295,0.5321487972074411,1.0,0.5828518852113747,43663,42523,86186,43.3,4.7,0,0,132,2313,132,2313,60.92,27.24,44.32,3
Melilla,1,2019,0.0,1.8516589707090696,0.1157286856693168,3.934775312756773,0.0,0.2314573713386337,0.810100799685218,9.489752224883985,5.207790855119258,33.44559015843257,1.9673876563783863,96.28626647687162,7917,63,181,48,2,199,151,1048,35.48,34.88,36.11,0.0,0.4509399611350684,0.5250269537940427,0.3695147318714733,0.5769983929677034,0.070974054295467,0.0,0.7411748791306527,0.6924065368761484,0.4060933281912833,0.5725248141313289,0.6548673932419687,0.0,43797,42612,86409,42.5,4.6,0,0,94,3505,94,3505,63.33,25.92,46.91,3
Melilla,1,2020,0.0,4.5016967934067456,0.1154281229078652,3.4628436872359583,0.0,0.0,0.5771406145393264,12.581665396957314,2.539418703973036,28.39531823533485,1.7314218436179791,93.7276358011866,7374,72,196,47,2,196,149,1047,35.76,35.18,36.37,0.0,0.1769258853453069,0.5157096442169778,0.4328860742411824,0.6641208133233941,0.2758111799486719,0.0,0.725126637868987,0.5545732228941255,0.2319923892362064,0.4936680370592368,0.6180072970299083,0.0,43961,42673,86634,42.4,4.4,0,0,96,570,96,570,58.29,23.09,44.83,2
Melilla,1,2021,0.0,13.575857982719544,0.115049643921352,2.991290741955153,0.0,0.0,0.5752482196067603,6.327730415674363,1.725744658820281,19.903588398393907,0.9203971513708163,79.49930394965428,6856,72,202,46,2,203,219,970,36.08,35.55,36.62,0.5633115929823689,0.4229443507180894,0.4925604441888853,0.5664897806207929,0.5600197852086417,0.2854991067652782,0.1578027465667918,0.7502998455257375,0.3949954175133988,0.3708520362842563,0.4121493800974113,0.7491948540221359,0.4239179566087067,44077,42842,86919,40.3,4.1,1,100,93,2613,94,2713,62.85,27.81,45.37,2
Melilla,1,2022,0.1161845009875682,2.4398745207389334,0.1161845009875682,2.4398745207389334,0.0,0.0,0.5809225049378413,3.020797025676775,1.5103985128383874,16.149645637271988,1.394214011850819,86.32508423376322,6092,74,210,50,2,208,213,874,36.45,35.9,37.0,1.0,0.6673423312740279,0.3980290723485294,0.3012029475806475,0.3948813761713024,0.6626135785352066,0.8100013015636819,0.259355534466404,0.6673469863318978,0.5944026733500424,0.5838218241281159,0.2532181570705288,0.3020178511178948,43611,42458,86070,39.9,4.2,0,0,101,3664,101,3664,59.75,25.41,44.57,2
